trial,model,decision,score,altscore,rt,distance,countA,countB,maxspeed_front,maxspeed_back,correct_model,acc
ABABABBBAABABA,information,B,0.67988480751028646,0.40793088450617188,8,6,7,7,0.5714285714285714,0.5714285714285714,relcount,0
ABABABBBAABABA,information,B,0.67988480751028646,0.40793088450617188,8,6,7,7,0.5714285714285714,0.5714285714285714,abscount,0
ABABABBBAABABA,information,B,0.67988480751028646,0.40793088450617188,8,6,7,7,0.5714285714285714,0.5714285714285714,likelihood_ratio,0
ABABABBBAABABA,information,B,0.67988480751028646,0.40793088450617188,8,6,7,7,0.5714285714285714,0.5714285714285714,naive_probability,1
ABABABBBAABABA,relcount,A,0.6666666666666666,0.33333333333333337,3,6,7,7,0.5714285714285714,0.5714285714285714,information,0
ABABABBBAABABA,relcount,A,0.6666666666666666,0.33333333333333337,3,6,7,7,0.5714285714285714,0.5714285714285714,naive_probability,0
ABABABBBAABABA,relcount,A,0.6666666666666666,0.33333333333333337,3,6,7,7,0.5714285714285714,0.5714285714285714,abscount,0
ABABABBBAABABA,relcount,A,0.6666666666666666,0.33333333333333337,3,6,7,7,0.5714285714285714,0.5714285714285714,likelihood_ratio,0
ABABABBBAABABA,abscount,N,,,,6,7,7,0.5714285714285714,0.5714285714285714,information,0
ABABABBBAABABA,abscount,N,,,,6,7,7,0.5714285714285714,0.5714285714285714,relcount,0
ABABABBBAABABA,abscount,N,,,,6,7,7,0.5714285714285714,0.5714285714285714,naive_probability,0
ABABABBBAABABA,abscount,N,,,,6,7,7,0.5714285714285714,0.5714285714285714,likelihood_ratio,0
ABABABBBAABABA,likelihood_ratio,N,,,,6,7,7,0.5714285714285714,0.5714285714285714,information,0
ABABABBBAABABA,likelihood_ratio,N,,,,6,7,7,0.5714285714285714,0.5714285714285714,relcount,0
ABABABBBAABABA,likelihood_ratio,N,,,,6,7,7,0.5714285714285714,0.5714285714285714,abscount,0
ABABABBBAABABA,likelihood_ratio,N,,,,6,7,7,0.5714285714285714,0.5714285714285714,naive_probability,0
ABABABBBAABABA,naive_probability,B,0.75,0,6,6,7,7,0.5714285714285714,0.5714285714285714,information,1
ABABABBBAABABA,naive_probability,B,0.75,0,6,6,7,7,0.5714285714285714,0.5714285714285714,relcount,0
ABABABBBAABABA,naive_probability,B,0.75,0,6,6,7,7,0.5714285714285714,0.5714285714285714,abscount,0
ABABABBBAABABA,naive_probability,B,0.75,0,6,6,7,7,0.5714285714285714,0.5714285714285714,likelihood_ratio,0
ABABABBBAABABB,information,B,0.67988480751028646,0.40793088450617188,8,5,6,8,0.5714285714285714,0.5714285714285714,relcount,0
ABABABBBAABABB,information,B,0.67988480751028646,0.40793088450617188,8,5,6,8,0.5714285714285714,0.5714285714285714,abscount,0
ABABABBBAABABB,information,B,0.67988480751028646,0.40793088450617188,8,5,6,8,0.5714285714285714,0.5714285714285714,likelihood_ratio,0
ABABABBBAABABB,information,B,0.67988480751028646,0.40793088450617188,8,5,6,8,0.5714285714285714,0.5714285714285714,naive_probability,1
ABABABBBAABABB,relcount,A,0.6666666666666666,0.33333333333333337,3,5,6,8,0.5714285714285714,0.5714285714285714,information,0
ABABABBBAABABB,relcount,A,0.6666666666666666,0.33333333333333337,3,5,6,8,0.5714285714285714,0.5714285714285714,naive_probability,0
ABABABBBAABABB,relcount,A,0.6666666666666666,0.33333333333333337,3,5,6,8,0.5714285714285714,0.5714285714285714,abscount,0
ABABABBBAABABB,relcount,A,0.6666666666666666,0.33333333333333337,3,5,6,8,0.5714285714285714,0.5714285714285714,likelihood_ratio,0
ABABABBBAABABB,abscount,N,,,,5,6,8,0.5714285714285714,0.5714285714285714,information,0
ABABABBBAABABB,abscount,N,,,,5,6,8,0.5714285714285714,0.5714285714285714,relcount,0
ABABABBBAABABB,abscount,N,,,,5,6,8,0.5714285714285714,0.5714285714285714,naive_probability,0
ABABABBBAABABB,abscount,N,,,,5,6,8,0.5714285714285714,0.5714285714285714,likelihood_ratio,0
ABABABBBAABABB,likelihood_ratio,N,,,,5,6,8,0.5714285714285714,0.5714285714285714,information,0
ABABABBBAABABB,likelihood_ratio,N,,,,5,6,8,0.5714285714285714,0.5714285714285714,relcount,0
ABABABBBAABABB,likelihood_ratio,N,,,,5,6,8,0.5714285714285714,0.5714285714285714,abscount,0
ABABABBBAABABB,likelihood_ratio,N,,,,5,6,8,0.5714285714285714,0.5714285714285714,naive_probability,0
ABABABBBAABABB,naive_probability,B,0.75,0,6,5,6,8,0.5714285714285714,0.5714285714285714,information,1
ABABABBBAABABB,naive_probability,B,0.75,0,6,5,6,8,0.5714285714285714,0.5714285714285714,relcount,0
ABABABBBAABABB,naive_probability,B,0.75,0,6,5,6,8,0.5714285714285714,0.5714285714285714,abscount,0
ABABABBBAABABB,naive_probability,B,0.75,0,6,5,6,8,0.5714285714285714,0.5714285714285714,likelihood_ratio,0
ABABBBBAAAABAA,information,B,0.67988480751028646,0.27195392300411458,7,5,8,6,0.7142857142857143,0.8571428571428571,relcount,0
ABABBBBAAAABAA,information,B,0.67988480751028646,0.27195392300411458,7,5,8,6,0.7142857142857143,0.8571428571428571,abscount,0
ABABBBBAAAABAA,information,B,0.67988480751028646,0.27195392300411458,7,5,8,6,0.7142857142857143,0.8571428571428571,likelihood_ratio,0
ABABBBBAAAABAA,information,B,0.67988480751028646,0.27195392300411458,7,5,8,6,0.7142857142857143,0.8571428571428571,naive_probability,1
ABABBBBAAAABAA,relcount,A,0.6666666666666666,0.33333333333333337,3,5,8,6,0.7142857142857143,0.8571428571428571,information,0
ABABBBBAAAABAA,relcount,A,0.6666666666666666,0.33333333333333337,3,5,8,6,0.7142857142857143,0.8571428571428571,naive_probability,0
ABABBBBAAAABAA,relcount,A,0.6666666666666666,0.33333333333333337,3,5,8,6,0.7142857142857143,0.8571428571428571,abscount,0
ABABBBBAAAABAA,relcount,A,0.6666666666666666,0.33333333333333337,3,5,8,6,0.7142857142857143,0.8571428571428571,likelihood_ratio,0
ABABBBBAAAABAA,abscount,N,,,,5,8,6,0.7142857142857143,0.8571428571428571,information,0
ABABBBBAAAABAA,abscount,N,,,,5,8,6,0.7142857142857143,0.8571428571428571,relcount,0
ABABBBBAAAABAA,abscount,N,,,,5,8,6,0.7142857142857143,0.8571428571428571,naive_probability,0
ABABBBBAAAABAA,abscount,N,,,,5,8,6,0.7142857142857143,0.8571428571428571,likelihood_ratio,0
ABABBBBAAAABAA,likelihood_ratio,N,,,,5,8,6,0.7142857142857143,0.8571428571428571,information,0
