trial,model,decision,score,altscore,rt,distance,countA,countB,maxspeed_front,maxspeed_back
ABAAAABAABBBBA,relcount,A,0.6666666666666666,0.33333333333333337,3,7,8,6,0.7142857142857143,0.5714285714285714
ABAAAABAABBBBA,abscount,N,,,,7,8,6,0.7142857142857143,0.5714285714285714
ABAAAABAABBBBA,likelihood_ratio,A,1.380211241711606,0,5,7,8,6,0.7142857142857143,0.5714285714285714
ABAAAABAABBBBA,naive_probability,A,0.75,0,3,7,8,6,0.7142857142857143,0.5714285714285714
ABABBBBABBABBA,information,B,0.67988480751028646,0.27195392300411458,7,6,5,9,0.7142857142857143,0.5714285714285714
ABABBBBABBABBA,relcount,A,0.6666666666666666,0.33333333333333337,3,6,5,9,0.7142857142857143,0.5714285714285714
ABABBBBABBABBA,abscount,N,,,,6,5,9,0.7142857142857143,0.5714285714285714
ABABBBBABBABBA,likelihood_ratio,B,-1.4648867983026506,0,10,6,5,9,0.7142857142857143,0.5714285714285714
ABABBBBABBABBA,naive_probability,B,0.75,0,4,6,5,9,0.7142857142857143,0.5714285714285714
ABAABBBAABAABA,information,A,0.67988480751028646,0.54390784600822917,9,7,8,6,0.5714285714285714,0.7142857142857143
ABAABBBAABAABA,relcount,A,0.6666666666666666,0.33333333333333337,3,7,8,6,0.5714285714285714,0.7142857142857143
ABAABBBAABAABA,abscount,N,,,,7,8,6,0.5714285714285714,0.7142857142857143
ABAABBBAABAABA,likelihood_ratio,A,1.3434085938038574,0,14,7,8,6,0.5714285714285714,0.7142857142857143
ABAABBBAABAABA,naive_probability,A,0.75,0,3,7,8,6,0.5714285714285714,0.7142857142857143
ABBAAAAABABBAA,information,A,0.67988480751028646,0.27195392300411458,7,6,9,5,0.7142857142857143,0.5714285714285714
ABBAAAAABABBAA,relcount,B,0.6666666666666667,0.3333333333333333,3,6,9,5,0.7142857142857143,0.5714285714285714
ABBAAAAABABBAA,abscount,N,,,,6,9,5,0.7142857142857143,0.5714285714285714
ABBAAAAABABBAA,likelihood_ratio,A,1.3521825181113623,0,9,6,9,5,0.7142857142857143,0.5714285714285714
ABBAAAAABABBAA,naive_probability,B,0.75,0,2,6,9,5,0.7142857142857143,0.5714285714285714
AABABBABABBAAA,information,A,0.67988480751028646,0.54390784600822917,9,7,8,6,0.5714285714285714,0.5714285714285714
AABABBABABBAAA,relcount,A,0.6666666666666666,0.33333333333333337,3,7,8,6,0.5714285714285714,0.5714285714285714
AABABBABABBAAA,abscount,N,,,,7,8,6,0.5714285714285714,0.5714285714285714
AABABBABABBAAA,likelihood_ratio,N,,,,7,8,6,0.5714285714285714,0.5714285714285714
AABABBABABBAAA,naive_probability,A,0.75,0,1,7,8,6,0.5714285714285714,0.5714285714285714
ABBABBABBAABBA,information,B,0.67988480751028646,0.40793088450617188,8,7,6,8,0.5714285714285714,0.5714285714285714
ABBABBABBAABBA,relcount,B,0.6666666666666667,0.3333333333333333,3,7,6,8,0.5714285714285714,0.5714285714285714
ABBABBABBAABBA,abscount,N,,,,7,6,8,0.5714285714285714,0.5714285714285714
ABBABBABBAABBA,likelihood_ratio,B,-1.4259687322722812,0,9,7,6,8,0.5714285714285714,0.5714285714285714
ABBABBABBAABBA,naive_probability,B,0.75,0,2,7,6,8,0.5714285714285714,0.5714285714285714
ABBABBABBAABBB,information,B,0.67988480751028646,0.40793088450617188,8,6,5,9,0.5714285714285714,0.7142857142857143
ABBABBABBAABBB,relcount,B,0.6666666666666667,0.3333333333333333,3,6,5,9,0.5714285714285714,0.7142857142857143
ABBABBABBAABBB,abscount,N,,,,6,5,9,0.5714285714285714,0.7142857142857143
ABBABBABBAABBB,likelihood_ratio,B,-1.4259687322722812,0,9,6,5,9,0.5714285714285714,0.7142857142857143
ABBABBABBAABBB,naive_probability,B,0.75,0,2,6,5,9,0.5714285714285714,0.7142857142857143
ABAAAABABBBAAA,information,A,0.67988480751028646,0.13597696150205729,6,6,9,5,0.7142857142857143,0.5714285714285714
ABAAAABABBBAAA,relcount,A,0.6666666666666666,0.33333333333333337,3,6,9,5,0.7142857142857143,0.5714285714285714
ABAAAABABBBAAA,abscount,N,,,,6,9,5,0.7142857142857143,0.5714285714285714
ABAAAABABBBAAA,likelihood_ratio,A,1.380211241711606,0,5,6,9,5,0.7142857142857143,0.5714285714285714
ABAAAABABBBAAA,naive_probability,A,0.75,0,3,6,9,5,0.7142857142857143,0.5714285714285714
ABAAAABABBBAAB,information,A,0.67988480751028646,0.13597696150205729,6,7,8,6,0.7142857142857143,0.5714285714285714
ABAAAABABBBAAB,relcount,A,0.6666666666666666,0.33333333333333337,3,7,8,6,0.7142857142857143,0.5714285714285714
ABAAAABABBBAAB,abscount,N,,,,7,8,6,0.7142857142857143,0.5714285714285714
ABAAAABABBBAAB,likelihood_ratio,A,1.380211241711606,0,5,7,8,6,0.7142857142857143,0.5714285714285714
ABAAAABABBBAAB,naive_probability,A,0.75,0,3,7,8,6,0.7142857142857143,0.5714285714285714
ABABAAAABAAABA,information,A,0.67988480751028646,0.27195392300411458,7,7,10,4,0.7142857142857143,0.7142857142857143
ABABAAAABAAABA,relcount,A,0.6666666666666666,0.33333333333333337,3,7,10,4,0.7142857142857143,0.7142857142857143
ABABAAAABAAABA,abscount,A,0.7142857142857143,0.2857142857142857,14,7,10,4,0.7142857142857143,0.7142857142857143
ABABAAAABAAABA,likelihood_ratio,A,1.6532125137753435,0,8,7,10,4,0.7142857142857143,0.7142857142857143
ABABAAAABAAABA,naive_probability,A,0.75,0,5,7,10,4,0.7142857142857143,0.7142857142857143
ABAAABBAAAABAA,information,A,0.67988480751028646,0.40793088450617188,8,5,10,4,0.5714285714285714,0.8571428571428571
ABAAABBAAAABAA,relcount,A,0.6666666666666666,0.33333333333333337,3,5,10,4,0.5714285714285714,0.8571428571428571
ABAAABBAAAABAA,abscount,A,0.7142857142857143,0.2857142857142857,14,5,10,4,0.5714285714285714,0.8571428571428571
ABAAABBAAAABAA,likelihood_ratio,A,1.380211241711606,0,5,5,10,4,0.5714285714285714,0.8571428571428571
ABAAABBAAAABAA,naive_probability,A,0.75,0,3,5,10,4,0.5714285714285714,0.8571428571428571
ABABAAAABAAABB,information,A,0.67988480751028646,0.27195392300411458,7,6,9,5,0.7142857142857143,0.5714285714285714
ABABAAAABAAABB,relcount,A,0.6666666666666666,0.33333333333333337,3,6,9,5,0.7142857142857143,0.5714285714285714
ABABAAAABAAABB,abscount,N,,,,6,9,5,0.7142857142857143,0.5714285714285714
ABABAAAABAAABB,likelihood_ratio,A,1.6532125137753435,0,8,6,9,5,0.7142857142857143,0.5714285714285714
ABABAAAABAAABB,naive_probability,A,0.75,0,5,6,9,5,0.7142857142857143,0.5714285714285714
AAABBABBABBABB,information,A,0.67988480751028646,0.54390784600822917,9,7,6,8,0.5714285714285714,0.7142857142857143
AAABBABBABBABB,relcount,A,0.75,0.25,4,7,6,8,0.5714285714285714,0.7142857142857143
AAABBABBABBABB,abscount,N,,,,7,6,8,0.5714285714285714,0.7142857142857143
AAABBABBABBABB,likelihood_ratio,N,,,,7,6,8,0.5714285714285714,0.7142857142857143
AAABBABBABBABB,naive_probability,A,0.75,0,1,7,6,8,0.5714285714285714,0.7142857142857143
AAABBABBABBABA,information,A,0.67988480751028646,0.54390784600822917,9,6,7,7,0.5714285714285714,0.5714285714285714
AAABBABBABBABA,relcount,A,0.75,0.25,4,6,7,7,0.5714285714285714,0.5714285714285714
AAABBABBABBABA,abscount,N,,,,6,7,7,0.5714285714285714,0.5714285714285714
AAABBABBABBABA,likelihood_ratio,N,,,,6,7,7,0.5714285714285714,0.5714285714285714
AAABBABBABBABA,naive_probability,A,0.75,0,1,6,7,7,0.5714285714285714,0.5714285714285714
ABBABABBABAABB,information,B,0.67988480751028646,0.40793088450617188,8,7,6,8,0.5714285714285714,0.5714285714285714
ABBABABBABAABB,relcount,B,0.6666666666666667,0.3333333333333333,3,7,6,8,0.5714285714285714,0.5714285714285714
ABBABABBABAABB,abscount,N,,,,7,6,8,0.5714285714285714,0.5714285714285714
ABBABABBABAABB,likelihood_ratio,B,-1.3679767852945943,0,14,7,6,8,0.5714285714285714,0.5714285714285714
ABBABABBABAABB,naive_probability,B,0.75,0,2,7,6,8,0.5714285714285714,0.5714285714285714
ABBABABBABAABA,information,B,0.67988480751028646,0.40793088450617188,8,6,7,7,0.5714285714285714,0.5714285714285714
ABBABABBABAABA,relcount,B,0.6666666666666667,0.3333333333333333,3,6,7,7,0.5714285714285714,0.5714285714285714
ABBABABBABAABA,abscount,N,,,,6,7,7,0.5714285714285714,0.5714285714285714
ABBABABBABAABA,likelihood_ratio,N,,,,6,7,7,0.5714285714285714,0.5714285714285714
ABBABABBABAABA,naive_probability,B,0.75,0,2,6,7,7,0.5714285714285714,0.5714285714285714
ABAABABBAABAAA,information,A,0.67988480751028646,0.54390784600822917,9,6,9,5,0.5714285714285714,0.7142857142857143
ABAABABBAABAAA,relcount,A,0.6666666666666666,0.33333333333333337,3,6,9,5,0.5714285714285714,0.7142857142857143
ABAABABBAABAAA,abscount,N,,,,6,9,5,0.5714285714285714,0.7142857142857143
ABAABABBAABAAA,likelihood_ratio,A,1.380211241711606,0,7,6,9,5,0.5714285714285714,0.7142857142857143
ABAABABBAABAAA,naive_probability,A,0.75,0,3,6,9,5,0.5714285714285714,0.7142857142857143
ABAABABBAABAAB,information,A,0.67988480751028646,0.54390784600822917,9,7,8,6,0.5714285714285714,0.5714285714285714
ABAABABBAABAAB,relcount,A,0.6666666666666666,0.33333333333333337,3,7,8,6,0.5714285714285714,0.5714285714285714
ABAABABBAABAAB,abscount,N,,,,7,8,6,0.5714285714285714,0.5714285714285714
ABAABABBAABAAB,likelihood_ratio,A,1.380211241711606,0,7,7,8,6,0.5714285714285714,0.5714285714285714
ABAABABBAABAAB,naive_probability,A,0.75,0,3,7,8,6,0.5714285714285714,0.5714285714285714
AABABAAAABABBA,information,A,0.67988480751028646,0.27195392300411458,7,6,9,5,0.7142857142857143,0.5714285714285714
AABABAAAABABBA,relcount,A,0.6666666666666666,0.33333333333333337,3,6,9,5,0.7142857142857143,0.5714285714285714
AABABAAAABABBA,abscount,N,,,,6,9,5,0.7142857142857143,0.5714285714285714
AABABAAAABABBA,likelihood_ratio,A,1.6532125137753435,0,7,6,9,5,0.7142857142857143,0.5714285714285714
AABABAAAABABBA,naive_probability,A,0.75,0,1,6,9,5,0.7142857142857143,0.5714285714285714
AABABAAAABABBB,information,A,0.67988480751028646,0.27195392300411458,7,7,8,6,0.7142857142857143,0.5714285714285714
AABABAAAABABBB,relcount,A,0.6666666666666666,0.33333333333333337,3,7,8,6,0.7142857142857143,0.5714285714285714
AABABAAAABABBB,abscount,N,,,,7,8,6,0.7142857142857143,0.5714285714285714
AABABAAAABABBB,likelihood_ratio,A,1.6532125137753435,0,7,7,8,6,0.7142857142857143,0.5714285714285714
AABABAAAABABBB,naive_probability,A,0.75,0,1,7,8,6,0.7142857142857143,0.5714285714285714
AABAABBBBABABA,information,B,0.67988480751028646,0.54390784600822917,9,4,7,7,0.5714285714285714,0.5714285714285714
AABAABBBBABABA,relcount,A,0.6666666666666666,0.33333333333333337,3,4,7,7,0.5714285714285714,0.5714285714285714
AABAABBBBABABA,abscount,N,,,,4,7,7,0.5714285714285714,0.5714285714285714
AABAABBBBABABA,likelihood_ratio,A,1.380211241711606,0,5,4,7,7,0.5714285714285714,0.5714285714285714
AABAABBBBABABA,naive_probability,A,0.75,0,1,4,7,7,0.5714285714285714,0.5714285714285714
AABAABBBBABABB,information,B,0.67988480751028646,0.54390784600822917,9,5,6,8,0.5714285714285714,0.7142857142857143
AABAABBBBABABB,relcount,A,0.6666666666666666,0.33333333333333337,3,5,6,8,0.5714285714285714,0.7142857142857143
AABAABBBBABABB,abscount,N,,,,5,6,8,0.5714285714285714,0.7142857142857143
AABAABBBBABABB,likelihood_ratio,A,1.380211241711606,0,5,5,6,8,0.5714285714285714,0.7142857142857143
AABAABBBBABABB,naive_probability,A,0.75,0,1,5,6,8,0.5714285714285714,0.7142857142857143
AAABAAAAABBAAA,information,A,0.67988480751028646,0.13597696150205729,6,6,11,3,0.8571428571428571,0.7142857142857143
AAABAAAAABBAAA,relcount,A,0.75,0.25,4,6,11,3,0.8571428571428571,0.7142857142857143
AAABAAAAABBAAA,abscount,A,0.7142857142857143,0.21428571428571427,13,6,11,3,0.8571428571428571,0.7142857142857143
AAABAAAAABBAAA,likelihood_ratio,A,1.7781512503836434,0,6,6,11,3,0.8571428571428571,0.7142857142857143
AAABAAAAABBAAA,naive_probability,A,0.75,0,1,6,11,3,0.8571428571428571,0.7142857142857143
AAABAAAAABBAAB,information,A,0.67988480751028646,0.13597696150205729,6,5,10,4,0.8571428571428571,0.5714285714285714
AAABAAAAABBAAB,relcount,A,0.75,0.25,4,5,10,4,0.8571428571428571,0.5714285714285714
AAABAAAAABBAAB,abscount,A,0.7142857142857143,0.21428571428571427,13,5,10,4,0.8571428571428571,0.5714285714285714
AAABAAAAABBAAB,likelihood_ratio,A,1.7781512503836434,0,6,5,10,4,0.8571428571428571,0.5714285714285714
AAABAAAAABBAAB,naive_probability,A,0.75,0,1,5,10,4,0.8571428571428571,0.5714285714285714
AABAAAABABAABA,information,A,0.67988480751028646,0.13597696150205729,6,7,10,4,0.8571428571428571,0.5714285714285714
AABAAAABABAABA,relcount,A,0.6666666666666666,0.33333333333333337,3,7,10,4,0.8571428571428571,0.5714285714285714
AABAAAABABAABA,abscount,A,0.7142857142857143,0.2857142857142857,14,7,10,4,0.8571428571428571,0.5714285714285714
AABAAAABABAABA,likelihood_ratio,A,1.380211241711606,0,5,7,10,4,0.8571428571428571,0.5714285714285714
AABAAAABABAABA,naive_probability,A,0.75,0,1,7,10,4,0.8571428571428571,0.5714285714285714
AABAAAABABAABB,information,A,0.67988480751028646,0.13597696150205729,6,6,9,5,0.8571428571428571,0.5714285714285714
AABAAAABABAABB,relcount,A,0.6666666666666666,0.33333333333333337,3,6,9,5,0.8571428571428571,0.5714285714285714
AABAAAABABAABB,abscount,N,,,,6,9,5,0.8571428571428571,0.5714285714285714
AABAAAABABAABB,likelihood_ratio,A,1.380211241711606,0,5,6,9,5,0.8571428571428571,0.5714285714285714
AABAAAABABAABB,naive_probability,A,0.75,0,1,6,9,5,0.8571428571428571,0.5714285714285714
ABBBBAABBBBABA,information,B,0.67988480751028646,0.40793088450617188,8,6,5,9,0.5714285714285714,0.7142857142857143
ABBBBAABBBBABA,relcount,B,0.6666666666666667,0.3333333333333333,3,6,5,9,0.5714285714285714,0.7142857142857143
ABBBBAABBBBABA,abscount,N,,,,6,5,9,0.5714285714285714,0.7142857142857143
ABBBBAABBBBABA,likelihood_ratio,B,-1.380211241711606,0,5,6,5,9,0.5714285714285714,0.7142857142857143
ABBBBAABBBBABA,naive_probability,B,0.75,0,2,6,5,9,0.5714285714285714,0.7142857142857143
AAABBBAABABABB,information,A,0.67988480751028646,0.40793088450617188,8,6,7,7,0.5714285714285714,0.5714285714285714
AAABBBAABABABB,relcount,A,0.75,0.25,4,6,7,7,0.5714285714285714,0.5714285714285714
AAABBBAABABABB,abscount,N,,,,6,7,7,0.5714285714285714,0.5714285714285714
AAABBBAABABABB,likelihood_ratio,A,1.3521825181113625,0,11,6,7,7,0.5714285714285714,0.5714285714285714
AAABBBAABABABB,naive_probability,A,0.75,0,1,6,7,7,0.5714285714285714,0.5714285714285714
ABABAAAAAABABA,information,A,0.67988480751028646,0.27195392300411458,7,7,10,4,0.7142857142857143,0.7142857142857143
ABABAAAAAABABA,relcount,A,0.6666666666666666,0.33333333333333337,3,7,10,4,0.7142857142857143,0.7142857142857143
ABABAAAAAABABA,abscount,A,0.7142857142857143,0.2857142857142857,14,7,10,4,0.7142857142857143,0.7142857142857143
ABABAAAAAABABA,likelihood_ratio,A,1.6532125137753435,0,8,7,10,4,0.7142857142857143,0.7142857142857143
ABABAAAAAABABA,naive_probability,A,0.75,0,5,7,10,4,0.7142857142857143,0.7142857142857143
ABABAAAAAABABB,information,A,0.67988480751028646,0.27195392300411458,7,6,9,5,0.7142857142857143,0.5714285714285714
ABABAAAAAABABB,relcount,A,0.6666666666666666,0.33333333333333337,3,6,9,5,0.7142857142857143,0.5714285714285714
ABABAAAAAABABB,abscount,N,,,,6,9,5,0.7142857142857143,0.5714285714285714
ABABAAAAAABABB,likelihood_ratio,A,1.6532125137753435,0,8,6,9,5,0.7142857142857143,0.5714285714285714
ABABAAAAAABABB,naive_probability,A,0.75,0,5,6,9,5,0.7142857142857143,0.5714285714285714
AAABBBBBAABABB,information,B,0.67988480751028646,0.40793088450617188,8,7,6,8,0.5714285714285714,0.5714285714285714
AAABBBBBAABABB,relcount,A,0.75,0.25,4,7,6,8,0.5714285714285714,0.5714285714285714
AAABBBBBAABABB,abscount,N,,,,7,6,8,0.5714285714285714,0.5714285714285714
AAABBBBBAABABB,likelihood_ratio,N,,,,7,6,8,0.5714285714285714,0.5714285714285714
AAABBBBBAABABB,naive_probability,A,0.75,0,1,7,6,8,0.5714285714285714,0.5714285714285714
AAABBBBBAABABA,information,B,0.67988480751028646,0.40793088450617188,8,6,7,7,0.5714285714285714,0.5714285714285714
AAABBBBBAABABA,relcount,A,0.75,0.25,4,6,7,7,0.5714285714285714,0.5714285714285714
AAABBBBBAABABA,abscount,N,,,,6,7,7,0.5714285714285714,0.5714285714285714
AAABBBBBAABABA,likelihood_ratio,N,,,,6,7,7,0.5714285714285714,0.5714285714285714
AAABBBBBAABABA,naive_probability,A,0.75,0,1,6,7,7,0.5714285714285714,0.5714285714285714
AAABAAAAABABAB,information,A,0.67988480751028646,0.13597696150205729,6,3,10,4,0.8571428571428571,0.5714285714285714
AAABAAAAABABAB,relcount,A,0.75,0.25,4,3,10,4,0.8571428571428571,0.5714285714285714
AAABAAAAABABAB,abscount,A,0.7142857142857143,0.21428571428571427,13,3,10,4,0.8571428571428571,0.5714285714285714
AAABAAAAABABAB,likelihood_ratio,A,1.7781512503836434,0,6,3,10,4,0.8571428571428571,0.5714285714285714
AAABAAAAABABAB,naive_probability,A,0.75,0,1,3,10,4,0.8571428571428571,0.5714285714285714
AAABAAAAABABAA,information,A,0.67988480751028646,0.13597696150205729,6,4,11,3,0.8571428571428571,0.7142857142857143
AAABAAAAABABAA,relcount,A,0.75,0.25,4,4,11,3,0.8571428571428571,0.7142857142857143
AAABAAAAABABAA,abscount,A,0.7142857142857143,0.21428571428571427,13,4,11,3,0.8571428571428571,0.7142857142857143
AAABAAAAABABAA,likelihood_ratio,A,1.7781512503836434,0,6,4,11,3,0.8571428571428571,0.7142857142857143
AAABAAAAABABAA,naive_probability,A,0.75,0,1,4,11,3,0.8571428571428571,0.7142857142857143
ABBABBBBABAAAA,information,B,0.67988480751028646,0.27195392300411458,7,6,7,7,0.7142857142857143,0.7142857142857143
ABBABBBBABAAAA,relcount,B,0.6666666666666667,0.3333333333333333,3,6,7,7,0.7142857142857143,0.7142857142857143
ABBABBBBABAAAA,abscount,N,,,,6,7,7,0.7142857142857143,0.7142857142857143
ABBABBBBABAAAA,likelihood_ratio,B,-1.6532125137753435,0,8,6,7,7,0.7142857142857143,0.7142857142857143
ABBABBBBABAAAA,naive_probability,B,0.75,0,2,6,7,7,0.7142857142857143,0.7142857142857143
AAAAABBBBABBBB,information,A,0.67988480751028646,0.0,5,7,6,8,0.7142857142857143,0.8571428571428571
AAAAABBBBABBBB,relcount,A,0.8333333333333334,0.16666666666666663,6,7,6,8,0.7142857142857143,0.8571428571428571
AAAAABBBBABBBB,abscount,N,,,,7,6,8,0.7142857142857143,0.8571428571428571
AAAAABBBBABBBB,likelihood_ratio,A,1.3187587626244126,0,8,7,6,8,0.7142857142857143,0.8571428571428571
AAAAABBBBABBBB,naive_probability,A,0.75,0,1,7,6,8,0.7142857142857143,0.8571428571428571
AAABABBAAABAAA,information,A,0.67988480751028646,0.40793088450617188,8,7,10,4,0.5714285714285714,0.8571428571428571
AAABABBAAABAAA,relcount,A,0.75,0.25,4,7,10,4,0.5714285714285714,0.8571428571428571
AAABABBAAABAAA,abscount,A,0.7142857142857143,0.2857142857142857,14,7,10,4,0.5714285714285714,0.8571428571428571
AAABABBAAABAAA,likelihood_ratio,A,1.380211241711606,0,6,7,10,4,0.5714285714285714,0.8571428571428571
AAABABBAAABAAA,naive_probability,A,0.75,0,1,7,10,4,0.5714285714285714,0.8571428571428571
ABAAABAABABBAA,information,A,0.67988480751028646,0.27195392300411458,7,6,9,5,0.7142857142857143,0.5714285714285714
ABAAABAABABBAA,relcount,A,0.6666666666666666,0.33333333333333337,3,6,9,5,0.7142857142857143,0.5714285714285714
ABAAABAABABBAA,abscount,N,,,,6,9,5,0.7142857142857143,0.5714285714285714
ABAAABAABABBAA,likelihood_ratio,A,1.380211241711606,0,5,6,9,5,0.7142857142857143,0.5714285714285714
ABAAABAABABBAA,naive_probability,A,0.75,0,3,6,9,5,0.7142857142857143,0.5714285714285714
ABAABBBBABBBAB,information,B,0.67988480751028646,0.40793088450617188,8,4,5,9,0.5714285714285714,0.7142857142857143
ABAABBBBABBBAB,relcount,A,0.6666666666666666,0.33333333333333337,3,4,5,9,0.5714285714285714,0.7142857142857143
ABAABBBBABBBAB,abscount,N,,,,4,5,9,0.5714285714285714,0.7142857142857143
ABAABBBBABBBAB,likelihood_ratio,N,,,,4,5,9,0.5714285714285714,0.7142857142857143
ABAABBBBABBBAB,naive_probability,A,0.75,0,3,4,5,9,0.5714285714285714,0.7142857142857143
ABAABBBBABBBAA,information,B,0.67988480751028646,0.40793088450617188,8,5,6,8,0.5714285714285714,0.5714285714285714
ABAABBBBABBBAA,relcount,A,0.6666666666666666,0.33333333333333337,3,5,6,8,0.5714285714285714,0.5714285714285714
ABAABBBBABBBAA,abscount,N,,,,5,6,8,0.5714285714285714,0.5714285714285714
ABAABBBBABBBAA,likelihood_ratio,N,,,,5,6,8,0.5714285714285714,0.5714285714285714
ABAABBBBABBBAA,naive_probability,A,0.75,0,3,5,6,8,0.5714285714285714,0.5714285714285714
AAABABBAAABAAB,information,A,0.67988480751028646,0.40793088450617188,8,6,9,5,0.5714285714285714,0.7142857142857143
AAABABBAAABAAB,relcount,A,0.75,0.25,4,6,9,5,0.5714285714285714,0.7142857142857143
AAABABBAAABAAB,abscount,N,,,,6,9,5,0.5714285714285714,0.7142857142857143
AAABABBAAABAAB,likelihood_ratio,A,1.380211241711606,0,6,6,9,5,0.5714285714285714,0.7142857142857143
AAABABBAAABAAB,naive_probability,A,0.75,0,1,6,9,5,0.5714285714285714,0.7142857142857143
AABBAABAAAAAAB,information,A,0.67988480751028646,0.40793088450617188,8,7,10,4,0.5714285714285714,0.8571428571428571
AABBAABAAAAAAB,relcount,A,0.6666666666666666,0.33333333333333337,3,7,10,4,0.5714285714285714,0.8571428571428571
AABBAABAAAAAAB,abscount,A,0.7142857142857143,0.21428571428571427,13,7,10,4,0.5714285714285714,0.8571428571428571
AABBAABAAAAAAB,likelihood_ratio,A,1.4259687322722812,0,9,7,10,4,0.5714285714285714,0.8571428571428571
AABBAABAAAAAAB,naive_probability,A,0.75,0,1,7,10,4,0.5714285714285714,0.8571428571428571
AABBAABAAAAAAA,information,A,0.67988480751028646,0.40793088450617188,8,6,11,3,0.5714285714285714,1.0
AABBAABAAAAAAA,relcount,A,0.6666666666666666,0.33333333333333337,3,6,11,3,0.5714285714285714,1.0
AABBAABAAAAAAA,abscount,A,0.7142857142857143,0.21428571428571427,13,6,11,3,0.5714285714285714,1.0
AABBAABAAAAAAA,likelihood_ratio,A,1.4259687322722812,0,9,6,11,3,0.5714285714285714,1.0
AABBAABAAAAAAA,naive_probability,A,0.75,0,1,6,11,3,0.5714285714285714,1.0
ABBAAAAABABAAB,information,A,0.67988480751028646,0.27195392300411458,7,6,9,5,0.7142857142857143,0.5714285714285714
ABBAAAAABABAAB,relcount,B,0.6666666666666667,0.3333333333333333,3,6,9,5,0.7142857142857143,0.5714285714285714
ABBAAAAABABAAB,abscount,N,,,,6,9,5,0.7142857142857143,0.5714285714285714
ABBAAAAABABAAB,likelihood_ratio,A,1.3521825181113623,0,9,6,9,5,0.7142857142857143,0.5714285714285714
ABBAAAAABABAAB,naive_probability,B,0.75,0,2,6,9,5,0.7142857142857143,0.5714285714285714
ABBAAAAABABAAA,information,A,0.67988480751028646,0.27195392300411458,7,5,10,4,0.7142857142857143,0.7142857142857143
ABBAAAAABABAAA,relcount,B,0.6666666666666667,0.3333333333333333,3,5,10,4,0.7142857142857143,0.7142857142857143
ABBAAAAABABAAA,abscount,A,0.7142857142857143,0.2857142857142857,14,5,10,4,0.7142857142857143,0.7142857142857143
ABBAAAAABABAAA,likelihood_ratio,A,1.3521825181113623,0,9,5,10,4,0.7142857142857143,0.7142857142857143
ABBAAAAABABAAA,naive_probability,B,0.75,0,2,5,10,4,0.7142857142857143,0.7142857142857143
AAABBABABBAABA,information,A,0.67988480751028646,0.40793088450617188,8,5,8,6,0.5714285714285714,0.5714285714285714
AAABBABABBAABA,relcount,A,0.75,0.25,4,5,8,6,0.5714285714285714,0.5714285714285714
AAABBABABBAABA,abscount,N,,,,5,8,6,0.5714285714285714,0.5714285714285714
AAABBABABBAABA,likelihood_ratio,A,1.301029995663981,0,8,5,8,6,0.5714285714285714,0.5714285714285714
AAABBABABBAABA,naive_probability,A,0.75,0,1,5,8,6,0.5714285714285714,0.5714285714285714
AAABBABABBAABB,information,A,0.67988480751028646,0.40793088450617188,8,6,7,7,0.5714285714285714,0.5714285714285714
AAABBABABBAABB,relcount,A,0.75,0.25,4,6,7,7,0.5714285714285714,0.5714285714285714
AAABBABABBAABB,abscount,N,,,,6,7,7,0.5714285714285714,0.5714285714285714
AAABBABABBAABB,likelihood_ratio,A,1.301029995663981,0,8,6,7,7,0.5714285714285714,0.5714285714285714
AAABBABABBAABB,naive_probability,A,0.75,0,1,6,7,7,0.5714285714285714,0.5714285714285714
ABBABAABAAAAAB,information,A,0.67988480751028646,0.54390784600822917,9,6,9,5,0.5714285714285714,0.7142857142857143
ABBABAABAAAAAB,relcount,B,0.6666666666666667,0.3333333333333333,3,6,9,5,0.5714285714285714,0.7142857142857143
ABBABAABAAAAAB,abscount,N,,,,6,9,5,0.5714285714285714,0.7142857142857143
ABBABAABAAAAAB,likelihood_ratio,N,,,,6,9,5,0.5714285714285714,0.7142857142857143
ABBABAABAAAAAB,naive_probability,B,0.75,0,2,6,9,5,0.5714285714285714,0.7142857142857143
AABAABABBBBAAB,information,A,0.67988480751028646,0.27195392300411458,7,6,7,7,0.7142857142857143,0.7142857142857143
AABAABABBBBAAB,relcount,A,0.6666666666666666,0.33333333333333337,3,6,7,7,0.7142857142857143,0.7142857142857143
AABAABABBBBAAB,abscount,N,,,,6,7,7,0.7142857142857143,0.7142857142857143
AABAABABBBBAAB,likelihood_ratio,A,1.380211241711606,0,5,6,7,7,0.7142857142857143,0.7142857142857143
AABAABABBBBAAB,naive_probability,A,0.75,0,1,6,7,7,0.7142857142857143,0.7142857142857143
AABAABABBBBAAA,information,A,0.67988480751028646,0.27195392300411458,7,7,8,6,0.7142857142857143,0.5714285714285714
AABAABABBBBAAA,relcount,A,0.6666666666666666,0.33333333333333337,3,7,8,6,0.7142857142857143,0.5714285714285714
AABAABABBBBAAA,abscount,N,,,,7,8,6,0.7142857142857143,0.5714285714285714
AABAABABBBBAAA,likelihood_ratio,A,1.380211241711606,0,5,7,8,6,0.7142857142857143,0.5714285714285714
AABAABABBBBAAA,naive_probability,A,0.75,0,1,7,8,6,0.7142857142857143,0.5714285714285714
AABABABBABBAAB,information,A,0.67988480751028646,0.54390784600822917,9,6,7,7,0.5714285714285714,0.5714285714285714
