trial,model,decision,score,altscore,rt,distance,countA,countB,maxcount,maxspeed_front,maxspeed_back
ABBABBBA,relcount,N,,,,3,3,5,5,0.5,0.75
ABBABBBA,likelihood_ration,B,-1.39794000867,0,8,3,3,5,5,0.5,0.75
ABBABBBB,information,B,1.125,0.375,8,4,2,6,6,0.5,1.0
ABBABBBB,naive,B,0.75,0,2,4,2,6,6,0.5,1.0
ABBABBBB,lba_k01_d01,A,0.8,0.1,7,4,2,6,6,0.5,1.0
ABBABBBB,abscount,N,,,,4,2,6,6,0.5,1.0
ABBABBBB,snr,B,2.0,0.0,2,4,2,6,6,0.5,1.0
ABBABBBB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,2,6,6,0.5,1.0
ABBABBBB,gating_g04,N,,,,4,2,6,6,0.5,1.0
ABBABBBB,relcount,N,,,,4,2,6,6,0.5,1.0
ABBABBBB,likelihood_ration,B,-1.65321251378,0,8,4,2,6,6,0.5,1.0
ABBAAABA,information,N,,,,3,5,3,5,0.5,0.75
ABBAAABA,naive,B,0.75,0,2,3,5,3,5,0.5,0.75
ABBAAABA,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,0.5,0.75
ABBAAABA,abscount,N,,,,3,5,3,5,0.5,0.75
ABBAAABA,snr,B,2.0,0.0,2,3,5,3,5,0.5,0.75
ABBAAABA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,0.5,0.75
ABBAAABA,gating_g04,N,,,,3,5,3,5,0.5,0.75
ABBAAABA,relcount,N,,,,3,5,3,5,0.5,0.75
ABBAAABA,likelihood_ration,N,,,,3,5,3,5,0.5,0.75
AABBBAAB,information,N,,,,4,4,4,4,0.5,0.5
AABBBAAB,naive,A,0.75,0,1,4,4,4,4,0.5,0.5
AABBBAAB,lba_k01_d01,A,0.8,0.1,7,4,4,4,4,0.5,0.5
AABBBAAB,abscount,N,,,,4,4,4,4,0.5,0.5
AABBBAAB,snr,B,1.5,0.0,3,4,4,4,4,0.5,0.5
AABBBAAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,4,4,4,0.5,0.5
AABBBAAB,gating_g04,N,,,,4,4,4,4,0.5,0.5
AABBBAAB,relcount,N,,,,4,4,4,4,0.5,0.5
AABBBAAB,likelihood_ration,N,,,,4,4,4,4,0.5,0.5
AABBBAAA,information,N,,,,3,5,3,5,0.5,0.75
AABBBAAA,naive,A,0.75,0,1,3,5,3,5,0.5,0.75
AABBBAAA,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,0.5,0.75
AABBBAAA,abscount,N,,,,3,5,3,5,0.5,0.75
AABBBAAA,snr,B,1.5,0.0,3,3,5,3,5,0.5,0.75
AABBBAAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,0.5,0.75
AABBBAAA,gating_g04,N,,,,3,5,3,5,0.5,0.75
AABBBAAA,relcount,N,,,,3,5,3,5,0.5,0.75
AABBBAAA,likelihood_ration,N,,,,3,5,3,5,0.5,0.75
ABAAABAA,information,A,1.125,0.375,8,2,6,2,6,0.75,0.75
ABAAABAA,naive,A,0.75,0,3,2,6,2,6,0.75,0.75
ABAAABAA,lba_k01_d01,A,0.8,0.1,7,2,6,2,6,0.75,0.75
ABAAABAA,abscount,N,,,,2,6,2,6,0.75,0.75
ABAAABAA,snr,B,2.0,0.0,2,2,6,2,6,0.75,0.75
ABAAABAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,6,2,6,0.75,0.75
ABAAABAA,gating_g04,N,,,,2,6,2,6,0.75,0.75
ABAAABAA,relcount,N,,,,2,6,2,6,0.75,0.75
ABAAABAA,likelihood_ration,A,1.38021124171,0,5,2,6,2,6,0.75,0.75
ABAAABAB,information,N,,,,1,5,3,5,0.75,0.5
ABAAABAB,naive,A,0.75,0,3,1,5,3,5,0.75,0.5
ABAAABAB,lba_k01_d01,A,0.8,0.1,7,1,5,3,5,0.75,0.5
ABAAABAB,abscount,N,,,,1,5,3,5,0.75,0.5
ABAAABAB,snr,B,2.0,0.0,2,1,5,3,5,0.75,0.5
ABAAABAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,1,5,3,5,0.75,0.5
ABAAABAB,gating_g04,N,,,,1,5,3,5,0.75,0.5
ABAAABAB,relcount,N,,,,1,5,3,5,0.75,0.5
ABAAABAB,likelihood_ration,A,1.38021124171,0,5,1,5,3,5,0.75,0.5
AABBBBAA,information,N,,,,4,4,4,4,0.5,0.5
AABBBBAA,naive,A,0.75,0,1,4,4,4,4,0.5,0.5
AABBBBAA,lba_k01_d01,A,0.8,0.1,7,4,4,4,4,0.5,0.5
AABBBBAA,abscount,N,,,,4,4,4,4,0.5,0.5
AABBBBAA,snr,B,1.5,0.0,3,4,4,4,4,0.5,0.5
AABBBBAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,4,4,4,0.5,0.5
AABBBBAA,gating_g04,N,,,,4,4,4,4,0.5,0.5
AABBBBAA,relcount,N,,,,4,4,4,4,0.5,0.5
AABBBBAA,likelihood_ration,N,,,,4,4,4,4,0.5,0.5
ABBBBABA,information,N,,,,3,3,5,5,0.75,0.5
ABBBBABA,naive,B,0.75,0,2,3,3,5,5,0.75,0.5
ABBBBABA,lba_k01_d01,A,0.8,0.1,7,3,3,5,5,0.75,0.5
ABBBBABA,abscount,N,,,,3,3,5,5,0.75,0.5
ABBBBABA,snr,B,2.0,0.0,2,3,3,5,5,0.75,0.5
ABBBBABA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,3,5,5,0.75,0.5
ABBBBABA,gating_g04,N,,,,3,3,5,5,0.75,0.5
ABBBBABA,relcount,N,,,,3,3,5,5,0.75,0.5
ABBBBABA,likelihood_ration,B,-1.38021124171,0,5,3,3,5,5,0.75,0.5
ABBBBABB,information,B,1.125,0.375,8,4,2,6,6,0.75,0.75
ABBBBABB,naive,B,0.75,0,2,4,2,6,6,0.75,0.75
ABBBBABB,lba_k01_d01,A,0.8,0.1,7,4,2,6,6,0.75,0.75
ABBBBABB,abscount,N,,,,4,2,6,6,0.75,0.75
ABBBBABB,snr,B,2.0,0.0,2,4,2,6,6,0.75,0.75
ABBBBABB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,2,6,6,0.75,0.75
ABBBBABB,gating_g04,N,,,,4,2,6,6,0.75,0.75
ABBBBABB,relcount,N,,,,4,2,6,6,0.75,0.75
ABBBBABB,likelihood_ration,B,-1.38021124171,0,5,4,2,6,6,0.75,0.75
AABBBBAB,information,N,,,,3,3,5,5,0.5,0.75
AABBBBAB,naive,A,0.75,0,1,3,3,5,5,0.5,0.75
AABBBBAB,lba_k01_d01,A,0.8,0.1,7,3,3,5,5,0.5,0.75
AABBBBAB,abscount,N,,,,3,3,5,5,0.5,0.75
AABBBBAB,snr,B,1.5,0.0,3,3,3,5,5,0.5,0.75
AABBBBAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,3,5,5,0.5,0.75
AABBBBAB,gating_g04,N,,,,3,3,5,5,0.5,0.75
AABBBBAB,relcount,N,,,,3,3,5,5,0.5,0.75
AABBBBAB,likelihood_ration,N,,,,3,3,5,5,0.5,0.75
ABABBAAA,information,N,,,,3,5,3,5,0.5,0.75
ABABBAAA,naive,B,0.75,0,4,3,5,3,5,0.5,0.75
ABABBAAA,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,0.5,0.75
ABABBAAA,abscount,N,,,,3,5,3,5,0.5,0.75
ABABBAAA,snr,B,2.0,0.0,2,3,5,3,5,0.5,0.75
ABABBAAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,0.5,0.75
ABABBAAA,gating_g04,N,,,,3,5,3,5,0.5,0.75
ABABBAAA,relcount,N,,,,3,5,3,5,0.5,0.75
ABABBAAA,likelihood_ration,N,,,,3,5,3,5,0.5,0.75
ABBBBBBA,information,B,0.9375,0.1875,6,4,2,6,6,0.75,0.75
ABBBBBBA,naive,B,0.75,0,2,4,2,6,6,0.75,0.75
ABBBBBBA,lba_k01_d01,A,0.8,0.1,7,4,2,6,6,0.75,0.75
ABBBBBBA,abscount,N,,,,4,2,6,6,0.75,0.75
ABBBBBBA,snr,B,2.0,0.0,2,4,2,6,6,0.75,0.75
ABBBBBBA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,2,6,6,0.75,0.75
ABBBBBBA,gating_g04,N,,,,4,2,6,6,0.75,0.75
ABBBBBBA,relcount,B,0.833333333333,0.166666666667,6,4,2,6,6,0.75,0.75
ABBBBBBA,likelihood_ration,B,-1.38021124171,0,5,4,2,6,6,0.75,0.75
AAAAABAB,information,A,0.75,0.0,4,2,6,2,6,1.0,0.5
AAAAABAB,naive,A,0.75,0,1,2,6,2,6,1.0,0.5
AAAAABAB,lba_k01_d01,A,0.8,0.1,7,2,6,2,6,1.0,0.5
AAAAABAB,abscount,N,,,,2,6,2,6,1.0,0.5
AAAAABAB,snr,B,1.2,0.0,6,2,6,2,6,1.0,0.5
AAAAABAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,6,2,6,1.0,0.5
AAAAABAB,gating_g04,N,,,,2,6,2,6,1.0,0.5
AAAAABAB,relcount,A,0.833333333333,0.166666666667,6,2,6,2,6,1.0,0.5
AAAAABAB,likelihood_ration,A,1.47712125472,0,7,2,6,2,6,1.0,0.5
AAAAABAA,information,A,0.75,0.0,4,3,7,1,7,1.0,0.75
AAAAABAA,naive,A,0.75,0,1,3,7,1,7,1.0,0.75
AAAAABAA,lba_k01_d01,A,0.8,0.1,7,3,7,1,7,1.0,0.75
AAAAABAA,abscount,A,0.875,0.125,8,3,7,1,7,1.0,0.75
AAAAABAA,snr,B,1.2,0.0,6,3,7,1,7,1.0,0.75
AAAAABAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,7,1,7,1.0,0.75
AAAAABAA,gating_g04,N,,,,3,7,1,7,1.0,0.75
AAAAABAA,relcount,A,0.833333333333,0.166666666667,6,3,7,1,7,1.0,0.75
AAAAABAA,likelihood_ration,A,1.47712125472,0,7,3,7,1,7,1.0,0.75
AABABBAB,information,N,,,,4,4,4,4,0.75,0.75
AABABBAB,naive,A,0.75,0,1,4,4,4,4,0.75,0.75
AABABBAB,lba_k01_d01,A,0.8,0.1,7,4,4,4,4,0.75,0.75
AABABBAB,abscount,N,,,,4,4,4,4,0.75,0.75
AABABBAB,snr,B,1.5,0.0,3,4,4,4,4,0.75,0.75
AABABBAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,4,4,4,0.75,0.75
AABABBAB,gating_g04,N,,,,4,4,4,4,0.75,0.75
AABABBAB,relcount,N,,,,4,4,4,4,0.75,0.75
AABABBAB,likelihood_ration,N,,,,4,4,4,4,0.75,0.75
AABABBAA,information,N,,,,3,5,3,5,0.75,0.5
AABABBAA,naive,A,0.75,0,1,3,5,3,5,0.75,0.5
AABABBAA,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,0.75,0.5
AABABBAA,abscount,N,,,,3,5,3,5,0.75,0.5
AABABBAA,snr,B,1.5,0.0,3,3,5,3,5,0.75,0.5
AABABBAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,0.75,0.5
AABABBAA,gating_g04,N,,,,3,5,3,5,0.75,0.5
AABABBAA,relcount,N,,,,3,5,3,5,0.75,0.5
AABABBAA,likelihood_ration,A,1.30102999566,0,8,3,5,3,5,0.75,0.5
ABABBBBB,information,B,1.125,0.375,8,2,2,6,6,0.5,1.0
ABABBBBB,naive,B,0.75,0,4,2,2,6,6,0.5,1.0
ABABBBBB,lba_k01_d01,A,0.8,0.1,7,2,2,6,6,0.5,1.0
ABABBBBB,abscount,N,,,,2,2,6,6,0.5,1.0
ABABBBBB,snr,B,2.0,0.0,2,2,2,6,6,0.5,1.0
ABABBBBB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,2,6,6,0.5,1.0
ABABBBBB,gating_g04,N,,,,2,2,6,6,0.5,1.0
ABABBBBB,relcount,N,,,,2,2,6,6,0.5,1.0
ABABBBBB,likelihood_ration,N,,,,2,2,6,6,0.5,1.0
ABABBBBA,information,N,,,,3,3,5,5,0.5,0.75
ABABBBBA,naive,B,0.75,0,4,3,3,5,5,0.5,0.75
ABABBBBA,lba_k01_d01,A,0.8,0.1,7,3,3,5,5,0.5,0.75
ABABBBBA,abscount,N,,,,3,3,5,5,0.5,0.75
ABABBBBA,snr,B,2.0,0.0,2,3,3,5,5,0.5,0.75
ABABBBBA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,3,5,5,0.5,0.75
ABABBBBA,gating_g04,N,,,,3,3,5,5,0.5,0.75
ABABBBBA,relcount,N,,,,3,3,5,5,0.5,0.75
ABABBBBA,likelihood_ration,N,,,,3,3,5,5,0.5,0.75
ABABBAAB,information,N,,,,2,4,4,4,0.5,0.5
ABABBAAB,naive,B,0.75,0,4,2,4,4,4,0.5,0.5
ABABBAAB,lba_k01_d01,A,0.8,0.1,7,2,4,4,4,0.5,0.5
ABABBAAB,abscount,N,,,,2,4,4,4,0.5,0.5
ABABBAAB,snr,B,2.0,0.0,2,2,4,4,4,0.5,0.5
ABABBAAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,4,4,4,0.5,0.5
ABABBAAB,gating_g04,N,,,,2,4,4,4,0.5,0.5
ABABBAAB,relcount,N,,,,2,4,4,4,0.5,0.5
ABABBAAB,likelihood_ration,N,,,,2,4,4,4,0.5,0.5
AABBBABB,information,N,,,,3,3,5,5,0.5,0.75
AABBBABB,naive,A,0.75,0,1,3,3,5,5,0.5,0.75
AABBBABB,lba_k01_d01,A,0.8,0.1,7,3,3,5,5,0.5,0.75
AABBBABB,abscount,N,,,,3,3,5,5,0.5,0.75
AABBBABB,snr,B,1.5,0.0,3,3,3,5,5,0.5,0.75
AABBBABB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,3,5,5,0.5,0.75
AABBBABB,gating_g04,N,,,,3,3,5,5,0.5,0.75
AABBBABB,relcount,N,,,,3,3,5,5,0.5,0.75
AABBBABB,likelihood_ration,N,,,,3,3,5,5,0.5,0.75
AABBBABA,information,N,,,,2,4,4,4,0.5,0.5
AABBBABA,naive,A,0.75,0,1,2,4,4,4,0.5,0.5
AABBBABA,lba_k01_d01,A,0.8,0.1,7,2,4,4,4,0.5,0.5
AABBBABA,abscount,N,,,,2,4,4,4,0.5,0.5
AABBBABA,snr,B,1.5,0.0,3,2,4,4,4,0.5,0.5
AABBBABA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,4,4,4,0.5,0.5
AABBBABA,gating_g04,N,,,,2,4,4,4,0.5,0.5
AABBBABA,relcount,N,,,,2,4,4,4,0.5,0.5
AABBBABA,likelihood_ration,N,,,,2,4,4,4,0.5,0.5
AABAABBB,information,N,,,,4,4,4,4,0.75,0.75
AABAABBB,naive,A,0.75,0,1,4,4,4,4,0.75,0.75
AABAABBB,lba_k01_d01,A,0.8,0.1,7,4,4,4,4,0.75,0.75
AABAABBB,abscount,N,,,,4,4,4,4,0.75,0.75
AABAABBB,snr,B,1.5,0.0,3,4,4,4,4,0.75,0.75
AABAABBB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,4,4,4,0.75,0.75
AABAABBB,gating_g04,N,,,,4,4,4,4,0.75,0.75
AABAABBB,relcount,N,,,,4,4,4,4,0.75,0.75
AABAABBB,likelihood_ration,A,1.38021124171,0,5,4,4,4,4,0.75,0.75
ABBAAAAB,information,N,,,,3,5,3,5,0.5,0.75
ABBAAAAB,naive,B,0.75,0,2,3,5,3,5,0.5,0.75
ABBAAAAB,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,0.5,0.75
ABBAAAAB,abscount,N,,,,3,5,3,5,0.5,0.75
ABBAAAAB,snr,B,2.0,0.0,2,3,5,3,5,0.5,0.75
ABBAAAAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,0.5,0.75
ABBAAAAB,gating_g04,N,,,,3,5,3,5,0.5,0.75
ABBAAAAB,relcount,N,,,,3,5,3,5,0.5,0.75
ABBAAAAB,likelihood_ration,N,,,,3,5,3,5,0.5,0.75
ABBAAAAA,information,A,1.125,0.375,8,4,6,2,6,0.5,1.0
ABBAAAAA,naive,B,0.75,0,2,4,6,2,6,0.5,1.0
ABBAAAAA,lba_k01_d01,A,0.8,0.1,7,4,6,2,6,0.5,1.0
ABBAAAAA,abscount,N,,,,4,6,2,6,0.5,1.0
ABBAAAAA,snr,B,2.0,0.0,2,4,6,2,6,0.5,1.0
ABBAAAAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,6,2,6,0.5,1.0
ABBAAAAA,gating_g04,N,,,,4,6,2,6,0.5,1.0
ABBAAAAA,relcount,N,,,,4,6,2,6,0.5,1.0
ABBAAAAA,likelihood_ration,N,,,,4,6,2,6,0.5,1.0
AABAABBA,information,N,,,,3,5,3,5,0.75,0.5
AABAABBA,naive,A,0.75,0,1,3,5,3,5,0.75,0.5
AABAABBA,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,0.75,0.5
AABAABBA,abscount,N,,,,3,5,3,5,0.75,0.5
AABAABBA,snr,B,1.5,0.0,3,3,5,3,5,0.75,0.5
AABAABBA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,0.75,0.5
AABAABBA,gating_g04,N,,,,3,5,3,5,0.75,0.5
AABAABBA,relcount,N,,,,3,5,3,5,0.75,0.5
AABAABBA,likelihood_ration,A,1.38021124171,0,5,3,5,3,5,0.75,0.5
